cliente_id,sku,fecha,unidades_inventario,kilos_inventario,sell_in_unidades,sell_in_kilos,sell_in_valor,sell_out_unidades,sell_out_kilos,sell_out_valor,cum_si_u,cum_so_u,cum_si_k,cum_so_k,inv_unidades_cierre,inv_kilos_cierre,inv_negativa_flag,inv_kilos_cierre_clip,avg_diario_30d_kilos,sell_out_kilos_30d,doh_30d,mes,cliente,canal,regional,zona,ciudad,formato_cliente,descripcion_producto,peso_kg,unidad,variedad,subcategoria,categoria,tipo_producto,marca,origen,anio_mes
C004,120103,2025-07-31,174,34.8,0.0,0.0,0.0,17.0,3.4,155740.0,3014.0,3133.0,602.8,622.144,55.0,15.455999999999904,False,15.455999999999904,3.2,96.0,4.82999999999997,2025-07-01,Descuento Ya,Hard Discount,Centro,Bogotá y Sabana,Bogotá,Discounter,QUESO CREMA CAMPOCLARO 200G,0.2,UND,CREMAS,UNTABLES,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-07
C002,900102,2025-07-31,86,6.88,0.0,0.0,0.0,5.0,0.4,48940.0,2038.0,2081.0,163.04,165.252,43.0,4.667999999999978,False,4.667999999999978,0.34400000000000003,10.32,13.5697674418604,2025-07-01,SuperAhorro,Grandes Superficies,Antioquia,Valle de Aburrá,Medellín,Supermercado,PEPPERONI TAJADO CASA IBERIA 80G,0.08,UND,PEPPERONI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-07
C004,120104,2025-07-31,177,35.4,0.0,0.0,0.0,19.0,3.8,139600.0,2850.0,2947.0,570.0,580.288,80.0,25.111999999999966,False,25.111999999999966,2.933333333333333,88.0,8.56090909090908,2025-07-01,Descuento Ya,Hard Discount,Centro,Bogotá y Sabana,Bogotá,Discounter,MOZZARELLA LIGHT CAMPOCLARO 200G,0.2,UND,MOZZARELLA,QUESOS TAJADOS,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-07
C014,900103,2025-07-31,71,5.68,0.0,0.0,0.0,3.0,0.24,32170.0,915.0,945.0,73.2,74.518,41.0,4.361999999999995,False,4.361999999999995,0.39466666666666667,11.84,11.052364864864852,2025-07-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,JAMON SERRANO TAJADO CASA IBERIA 80G,0.08,UND,JAMON SERRANO,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-07
C006,900102,2025-07-31,75,6.0,0.0,0.0,0.0,2.0,0.16,17860.0,995.0,1020.0,76.32,80.0,50.0,2.319999999999993,False,2.319999999999993,0.37333333333333335,11.200000000000001,6.214285714285696,2025-07-01,PuntoMenos Caribe,Hard Discount,Caribe,Costa Norte,Cartagena,Discounter,PEPPERONI TAJADO CASA IBERIA 80G,0.08,UND,PEPPERONI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-07
C006,300101,2025-07-31,100,23.0,0.0,0.0,0.0,5.0,1.15,41970.0,1380.0,1435.0,317.4,321.521,45.0,18.878999999999962,False,18.878999999999962,1.5869999999999997,47.60999999999999,11.89603024574667,2025-07-01,PuntoMenos Caribe,Hard Discount,Caribe,Costa Norte,Cartagena,Discounter,JAMON DE CERDO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON CERDO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,2025-07
C017,300101,2025-07-31,6,1.38,0.0,0.0,0.0,2.0,0.46,19260.0,144.0,146.0,33.12,32.43,4.0,2.0700000000000003,False,2.0700000000000003,0.17633333333333334,5.29,11.73913043478261,2025-07-01,RapiExpress,E-commerce,Centro,Bogotá y Sabana,Bogotá,Quick Commerce,JAMON DE CERDO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON CERDO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,2025-07
C016,110112,2025-07-31,136,13.6,84.0,8.4,445390.0,11.0,1.1,74300.0,1460.0,1472.0,146.0,145.516,124.0,14.084000000000003,False,14.084000000000003,0.78,23.400000000000002,18.05641025641026,2025-07-01,Canasta Familiar,Grandes Superficies,Santanderes,Bucaramanga Metropolitana,Bucaramanga,Supermercado,PARMESANO RALLADO ORO LECHE 100G,0.1,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,2025-07
C014,110104,2025-07-31,57,8.55,0.0,0.0,0.0,4.0,0.6,57210.0,960.0,952.0,144.0,139.788,65.0,12.762,False,12.762,0.7,21.0,18.231428571428573,2025-07-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,COLBY JACK TAJADO LOMA DORADA 150G,0.15,UND,COLBY JACK,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-07
C002,300102,2025-07-31,97,22.31,0.0,0.0,0.0,5.0,1.15,48140.0,1031.0,1074.0,237.13,244.26,54.0,15.180000000000007,False,15.180000000000007,1.3416666666666666,40.25,11.31428571428572,2025-07-01,SuperAhorro,Grandes Superficies,Antioquia,Valle de Aburrá,Medellín,Supermercado,JAMON DE PAVO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON PAVO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,2025-07
C014,190102,2025-07-31,26,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.5,19.0,9.5,False,9.5,0.016666666666666666,0.5,570.0,2025-07-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,DUO FESTIVO QUESOS Y CARNES 500G,0.5,UND,MIXTO QUESOS-CARNES,TEMPORADA,QUESOS MADURADOS,temporada,MONTE AZUL,MAQUILA,2025-07
C003,110102,2025-07-31,54,8.1,0.0,0.0,0.0,2.0,0.3,29800.0,756.0,768.0,113.4,114.246,42.0,7.254000000000005,False,7.254000000000005,0.59,17.7,12.294915254237297,2025-07-01,MaxiCompra Caribe,Grandes Superficies,Caribe,Costa Norte,Barranquilla,Supermercado,HOLANDES TAJADO LOMA DORADA 150G,0.15,UND,HOLANDES,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-07
C004,300101,2025-08-31,151,34.73,0.0,0.0,0.0,10.0,2.3,83600.0,2951.0,2951.0,678.73,676.43,151.0,37.030000000000086,False,37.030000000000086,2.783,83.49,13.305785123966974,2025-08-01,Descuento Ya,Hard Discount,Centro,Bogotá y Sabana,Bogotá,Discounter,JAMON DE CERDO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON CERDO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,2025-08
C002,900103,2025-08-31,58,4.64,0.0,0.0,0.0,4.0,0.32,44290.0,1103.0,1105.0,88.24,87.293,56.0,5.586999999999989,False,5.586999999999989,0.40800000000000003,12.24,13.693627450980365,2025-08-01,SuperAhorro,Grandes Superficies,Antioquia,Valle de Aburrá,Medellín,Supermercado,JAMON SERRANO TAJADO CASA IBERIA 80G,0.08,UND,JAMON SERRANO,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-08
C001,110113,2025-08-31,116,29.0,0.0,0.0,0.0,6.0,1.5,93130.0,1513.0,1556.0,360.5,381.0,73.0,8.5,False,8.5,1.8666666666666667,56.0,4.553571428571429,2025-08-01,HiperMax Nacional,Grandes Superficies,Centro,Bogotá y Sabana,Bogotá,Hipermercado,PARMESANO RALLADO ORO LECHE 250G,0.25,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,2025-08
C004,120104,2025-08-31,177,35.4,0.0,0.0,0.0,11.0,0.0,78930.0,3389.0,3386.0,677.8,662.888,180.0,50.3119999999999,False,50.3119999999999,2.68,80.4,18.77313432835817,2025-08-01,Descuento Ya,Hard Discount,Centro,Bogotá y Sabana,Bogotá,Discounter,MOZZARELLA LIGHT CAMPOCLARO 200G,0.2,UND,MOZZARELLA,QUESOS TAJADOS,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-08
C003,130101,2025-08-31,98,14.7,0.0,0.0,0.0,7.0,1.05,39920.0,1864.0,1863.0,279.6,276.606,99.0,17.694000000000017,False,17.694000000000017,1.1400000000000001,34.2,15.52105263157896,2025-08-01,MaxiCompra Caribe,Grandes Superficies,Caribe,Costa Norte,Barranquilla,Supermercado,CHEDDAR ESTILO AMERICANO DELILAT 150G,0.15,UND,CHEDDAR ANALOGO,LONCHAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,2025-08
C014,110104,2025-08-31,57,8.55,0.0,0.0,0.0,2.0,0.3,29540.0,1069.0,1082.0,160.35,158.388,44.0,10.512,False,10.512,0.5850000000000001,17.55,17.96923076923077,2025-08-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,COLBY JACK TAJADO LOMA DORADA 150G,0.15,UND,COLBY JACK,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-08
C003,120104,2025-08-31,86,17.2,0.0,0.0,0.0,5.0,1.0,41100.0,1122.0,1150.0,214.8,227.144,58.0,4.8559999999999945,False,4.8559999999999945,0.8866666666666667,26.6,5.476691729323302,2025-08-01,MaxiCompra Caribe,Grandes Superficies,Caribe,Costa Norte,Barranquilla,Supermercado,MOZZARELLA LIGHT CAMPOCLARO 200G,0.2,UND,MOZZARELLA,QUESOS TAJADOS,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-08
C016,110113,2025-08-31,46,11.5,0.0,0.0,0.0,3.0,0.75,46730.0,816.0,828.0,193.75,205.36,34.0,-0.11000000000001364,True,0.0,0.9333333333333333,28.0,0.0,2025-08-01,Canasta Familiar,Grandes Superficies,Santanderes,Bucaramanga Metropolitana,Bucaramanga,Supermercado,PARMESANO RALLADO ORO LECHE 250G,0.25,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,2025-08
C004,120103,2025-08-31,174,34.8,0.0,0.0,0.0,9.0,1.8,83570.0,3604.0,3630.0,720.8,717.744,148.0,37.85599999999988,False,37.85599999999988,3.0466666666666664,91.39999999999999,12.425382932166263,2025-08-01,Descuento Ya,Hard Discount,Centro,Bogotá y Sabana,Bogotá,Discounter,QUESO CREMA CAMPOCLARO 200G,0.2,UND,CREMAS,UNTABLES,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-08
C014,900102,2025-08-31,76,6.08,0.0,0.0,0.0,3.0,0.24,29420.0,1052.0,1069.0,80.4,83.379,59.0,3.100999999999999,False,3.100999999999999,0.34933333333333333,10.48,8.876908396946563,2025-08-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,PEPPERONI TAJADO CASA IBERIA 80G,0.08,UND,PEPPERONI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-08
C013,110110,2025-08-31,10,3.6,0.0,0.0,0.0,0.0,0.0,0.0,108.0,116.0,37.08,39.902,2.0,0.7779999999999987,False,0.7779999999999987,0.156,4.68,4.987179487179479,2025-08-01,La Mesa Premium,Tiendas Especializadas,Occidente,,Cali,Especialidad,MIX QUESOS PREMIUM MONTE AZUL 360G,0.36,UND,MIXTO QUESOS,MEZCLAS PREMIUM,QUESOS MADURADOS,regular,MONTE AZUL,IMPORTADO,2025-08
C013,110109,2025-08-31,13,1.95,0.0,0.0,0.0,0.0,0.0,0.0,230.0,227.0,34.5,33.438,16.0,3.0120000000000005,False,3.0120000000000005,0.13999999999999999,4.199999999999999,21.51428571428572,2025-08-01,La Mesa Premium,Tiendas Especializadas,Occidente,,Cali,Especialidad,IBERICO CUÑA MONTE AZUL 150G,0.15,UND,IBERICO,CUÑAS PREMIUM,QUESOS MADURADOS,regular,MONTE AZUL,IMPORTADO,2025-08
C004,300102,2025-08-31,99,22.77,0.0,0.0,0.0,7.0,1.61,61320.0,2427.0,2407.0,558.21,544.87,119.0,36.110000000000014,False,36.110000000000014,2.177333333333333,65.32,16.58450704225353,2025-08-01,Descuento Ya,Hard Discount,Centro,Bogotá y Sabana,Bogotá,Discounter,JAMON DE PAVO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON PAVO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,2025-08
C016,110110,2025-08-31,24,8.64,0.0,0.0,0.0,3.0,1.08,102780.0,361.0,367.0,129.96,131.76,18.0,6.840000000000032,False,6.840000000000032,0.756,22.68,9.04761904761909,2025-08-01,Canasta Familiar,Grandes Superficies,Santanderes,Bucaramanga Metropolitana,Bucaramanga,Supermercado,MIX QUESOS PREMIUM MONTE AZUL 360G,0.36,UND,MIXTO QUESOS,MEZCLAS PREMIUM,QUESOS MADURADOS,regular,MONTE AZUL,IMPORTADO,2025-08
C018,300102,2025-08-31,96,22.08,0.0,0.0,0.0,6.0,1.38,52320.0,1903.0,1930.0,437.69,439.74199999999996,69.0,20.02800000000002,False,20.02800000000002,1.7710000000000001,53.13,11.308865047995493,2025-08-01,Cadena Uno,Hard Discount,Occidente,Valle del Cauca,Cali,Discounter,JAMON DE PAVO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON PAVO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,2025-08
C006,130103,2025-08-31,124,35.712,0.0,0.0,0.0,6.0,1.728,44360.0,2614.0,2649.0,752.832,742.81,89.0,45.73400000000004,False,45.73400000000004,3.1968000000000005,95.90400000000001,14.30618118118119,2025-08-01,PuntoMenos Caribe,Hard Discount,Caribe,Costa Norte,Cartagena,Discounter,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,2025-08
C001,110115,2025-08-31,84,21.0,0.0,0.0,0.0,6.0,1.5,149760.0,1361.0,1358.0,340.25,333.6,87.0,27.649999999999977,False,27.649999999999977,1.6166666666666667,48.5,17.10309278350514,2025-08-01,HiperMax Nacional,Grandes Superficies,Centro,Bogotá y Sabana,Bogotá,Hipermercado,FETA CUBOS CASA SIERRA 250G,0.25,UND,FETA,ESPECIALES,QUESOS MADURADOS,regular,CASA SIERRA,IMPORTADO,2025-08
C013,110106,2025-08-31,10,1.25,0.0,0.0,0.0,3.0,0.375,43500.0,157.0,160.0,19.625,19.865,7.0,1.0100000000000016,False,1.0100000000000016,0.09583333333333334,2.875,10.539130434782624,2025-08-01,La Mesa Premium,Tiendas Especializadas,Occidente,,Cali,Especialidad,BRIE CUÑA MONTE AZUL 125G,0.125,UND,BRIE,QUESOS BLANDOS,QUESOS MADURADOS,regular,MONTE AZUL,IMPORTADO,2025-08
C017,300101,2025-08-31,6,1.38,0.0,0.0,0.0,1.0,0.23,9400.0,172.0,174.0,39.559999999999995,38.870000000000005,4.0,2.069999999999993,False,2.069999999999993,0.207,6.21,9.999999999999968,2025-08-01,RapiExpress,E-commerce,Centro,Bogotá y Sabana,Bogotá,Quick Commerce,JAMON DE CERDO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON CERDO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,2025-08
C018,110112,2025-08-31,136,13.6,0.0,0.0,0.0,11.0,1.1,67380.0,2728.0,2729.0,264.3,268.384,135.0,9.51600000000002,False,9.51600000000002,1.1833333333333333,35.5,8.041690140845088,2025-08-01,Cadena Uno,Hard Discount,Occidente,Valle del Cauca,Cali,Discounter,PARMESANO RALLADO ORO LECHE 100G,0.1,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,2025-08
C001,120101,2025-08-31,269,67.25,0.0,0.0,0.0,8.0,2.0,80780.0,4289.0,3618.0,1072.25,895.03,940.0,244.47000000000003,False,244.47000000000003,3.3916666666666666,101.75,72.07960687960689,2025-08-01,HiperMax Nacional,Grandes Superficies,Centro,Bogotá y Sabana,Bogotá,Hipermercado,MOZZARELLA TAJADA CAMPOCLARO 250G,0.25,UND,MOZZARELLA,QUESOS TAJADOS,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-08
C014,110112,2025-08-31,98,9.8,0.0,0.0,0.0,4.0,0.4,27310.0,1779.0,1791.0,178.84,177.056,86.0,11.584000000000003,False,11.584000000000003,0.7866666666666667,23.6,14.725423728813562,2025-08-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,PARMESANO RALLADO ORO LECHE 100G,0.1,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,2025-08
C002,110102,2025-08-31,77,11.55,0.0,0.0,0.0,3.0,0.45,44220.0,1009.0,1037.0,151.35,152.55,49.0,10.349999999999994,False,10.349999999999994,0.695,20.849999999999998,14.892086330935244,2025-08-01,SuperAhorro,Grandes Superficies,Antioquia,Valle de Aburrá,Medellín,Supermercado,HOLANDES TAJADO LOMA DORADA 150G,0.15,UND,HOLANDES,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-08
C003,110103,2025-08-31,72,10.8,0.0,0.0,0.0,6.0,0.9,87210.0,1056.0,1076.0,158.4,159.648,52.0,9.552000000000021,False,9.552000000000021,0.73,21.9,13.084931506849344,2025-08-01,MaxiCompra Caribe,Grandes Superficies,Caribe,Costa Norte,Barranquilla,Supermercado,MUENSTER TAJADO LOMA DORADA 150G,0.15,UND,MUENSTER,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-08
C017,900103,2025-08-31,3,0.24,0.0,0.0,0.0,0.0,0.0,0.0,118.0,117.0,9.040000000000001,9.200000000000001,4.0,0.08000000000000007,False,0.08000000000000007,0.024,0.72,3.333333333333336,2025-08-01,RapiExpress,E-commerce,Centro,Bogotá y Sabana,Bogotá,Quick Commerce,JAMON SERRANO TAJADO CASA IBERIA 80G,0.08,UND,JAMON SERRANO,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-08
C018,300101,2025-08-31,111,25.53,0.0,0.0,0.0,7.0,1.61,58300.0,2252.0,2308.0,517.96,525.881,55.0,17.609000000000037,False,17.609000000000037,2.062333333333333,61.87,8.538386940358835,2025-08-01,Cadena Uno,Hard Discount,Occidente,Valle del Cauca,Cali,Discounter,JAMON DE CERDO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON CERDO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,2025-08
C018,120101,2025-08-31,174,43.5,0.0,0.0,0.0,9.0,2.25,80480.0,3293.0,3292.0,823.25,808.75,175.0,58.0,False,58.0,3.533333333333333,106.0,16.41509433962264,2025-08-01,Cadena Uno,Hard Discount,Occidente,Valle del Cauca,Cali,Discounter,MOZZARELLA TAJADA CAMPOCLARO 250G,0.25,UND,MOZZARELLA,QUESOS TAJADOS,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-08
C016,110115,2025-08-31,46,11.5,0.0,0.0,0.0,1.0,0.25,25410.0,663.0,686.0,165.75,168.92,23.0,8.330000000000013,False,8.330000000000013,0.7083333333333334,21.25,11.760000000000018,2025-08-01,Canasta Familiar,Grandes Superficies,Santanderes,Bucaramanga Metropolitana,Bucaramanga,Supermercado,FETA CUBOS CASA SIERRA 250G,0.25,UND,FETA,ESPECIALES,QUESOS MADURADOS,regular,CASA SIERRA,IMPORTADO,2025-08
C017,190102,2025-08-31,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,False,0.0,0.0,0.0,,2025-08-01,RapiExpress,E-commerce,Centro,Bogotá y Sabana,Bogotá,Quick Commerce,DUO FESTIVO QUESOS Y CARNES 500G,0.5,UND,MIXTO QUESOS-CARNES,TEMPORADA,QUESOS MADURADOS,temporada,MONTE AZUL,MAQUILA,2025-08
C003,130103,2025-08-31,87,25.056,0.0,0.0,0.0,3.0,0.864,25210.0,1628.0,1626.0,452.448,463.83,89.0,13.673999999999978,False,13.673999999999978,1.8816,56.448,7.267219387755091,2025-08-01,MaxiCompra Caribe,Grandes Superficies,Caribe,Costa Norte,Barranquilla,Supermercado,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,2025-08
C014,120103,2025-08-31,87,17.4,0.0,0.0,0.0,2.0,0.4,19960.0,1405.0,1440.0,282.34,278.104,52.0,21.635999999999967,False,21.635999999999967,1.1066666666666667,33.2,19.550602409638525,2025-08-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,QUESO CREMA CAMPOCLARO 200G,0.2,UND,CREMAS,UNTABLES,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-08
C001,110114,2025-08-31,96,24.0,0.0,0.0,0.0,4.0,1.0,97030.0,1242.0,1274.0,295.75,313.12,64.0,6.6299999999999955,False,6.6299999999999955,1.3666666666666667,41.0,4.851219512195119,2025-08-01,HiperMax Nacional,Grandes Superficies,Centro,Bogotá y Sabana,Bogotá,Hipermercado,GOUDA NATURAL CUÑA LOMA DORADA 250G,0.25,UND,GOUDA NATURAL,CUÑAS,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-08
C006,300101,2025-08-31,100,23.0,0.0,0.0,0.0,3.0,0.69,24640.0,1608.0,1649.0,369.84,370.741,59.0,22.09899999999999,False,22.09899999999999,1.5946666666666665,47.839999999999996,13.858068561872905,2025-08-01,PuntoMenos Caribe,Hard Discount,Caribe,Costa Norte,Cartagena,Discounter,JAMON DE CERDO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON CERDO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,2025-08
C005,900102,2025-08-31,101,8.08,0.0,0.0,0.0,8.0,0.64,72200.0,1764.0,1830.0,141.816,144.48,35.0,5.416000000000025,False,5.416000000000025,0.6853333333333335,20.560000000000002,7.902723735408595,2025-08-01,PrecioListo,Hard Discount,Antioquia,Valle de Aburrá,Medellín,Discounter,PEPPERONI TAJADO CASA IBERIA 80G,0.08,UND,PEPPERONI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-08
C018,120103,2025-08-31,112,22.4,0.0,0.0,0.0,15.0,3.0,137500.0,2428.0,2420.0,485.6,475.6,120.0,32.39999999999998,False,32.39999999999998,2.1199999999999997,63.599999999999994,15.28301886792452,2025-08-01,Cadena Uno,Hard Discount,Occidente,Valle del Cauca,Cali,Discounter,QUESO CREMA CAMPOCLARO 200G,0.2,UND,CREMAS,UNTABLES,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-08
C006,110112,2025-08-31,125,12.5,0.0,0.0,0.0,3.0,0.3,18860.0,2491.0,2515.0,249.1,250.604,101.0,10.99600000000001,False,10.99600000000001,1.07,32.1,10.2766355140187,2025-08-01,PuntoMenos Caribe,Hard Discount,Caribe,Costa Norte,Cartagena,Discounter,PARMESANO RALLADO ORO LECHE 100G,0.1,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,2025-08
C004,130101,2025-08-31,424,63.6,0.0,0.0,0.0,27.0,4.05,137090.0,8793.0,8769.0,1263.42,1292.25,448.0,34.76999999999998,False,34.76999999999998,5.515000000000001,165.45000000000002,6.304623753399815,2025-08-01,Descuento Ya,Hard Discount,Centro,Bogotá y Sabana,Bogotá,Discounter,CHEDDAR ESTILO AMERICANO DELILAT 150G,0.15,UND,CHEDDAR ANALOGO,LONCHAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,2025-08
C014,190102,2025-08-31,26,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.5,19.0,9.5,False,9.5,0.0,0.0,,2025-08-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,DUO FESTIVO QUESOS Y CARNES 500G,0.5,UND,MIXTO QUESOS-CARNES,TEMPORADA,QUESOS MADURADOS,temporada,MONTE AZUL,MAQUILA,2025-08
C013,110105,2025-08-31,17,2.55,0.0,0.0,0.0,1.0,0.15,16220.0,171.0,178.0,24.0,26.688,10.0,-0.13799999999999812,True,0.0,0.12999999999999998,3.8999999999999995,0.0,2025-08-01,La Mesa Premium,Tiendas Especializadas,Occidente,,Cali,Especialidad,PROVOLONE TAJADO LOMA DORADA 150G,0.15,UND,PROVOLONE,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-08
C006,130104,2025-08-31,112,16.8,0.0,0.0,0.0,6.0,0.9,32600.0,2381.0,2397.0,357.15,348.468,96.0,25.48199999999997,False,25.48199999999997,1.475,44.25,17.27593220338981,2025-08-01,PuntoMenos Caribe,Hard Discount,Caribe,Costa Norte,Cartagena,Discounter,PIZZA MIX RALLADO DELILAT 150G,0.15,UND,MIXTO QUESOS,RALLADOS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,2025-08
C005,120103,2025-08-31,132,26.4,0.0,0.0,0.0,9.0,1.8,82500.0,2672.0,2687.0,534.4,529.656,117.0,31.144000000000005,False,31.144000000000005,2.48,74.4,12.558064516129035,2025-08-01,PrecioListo,Hard Discount,Antioquia,Valle de Aburrá,Medellín,Discounter,QUESO CREMA CAMPOCLARO 200G,0.2,UND,CREMAS,UNTABLES,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-08
C002,120103,2025-08-31,97,19.4,0.0,0.0,0.0,5.0,1.0,50180.0,1534.0,1537.0,291.0,303.6,94.0,6.7999999999999545,False,6.7999999999999545,1.4,42.0,4.857142857142825,2025-08-01,SuperAhorro,Grandes Superficies,Antioquia,Valle de Aburrá,Medellín,Supermercado,QUESO CREMA CAMPOCLARO 200G,0.2,UND,CREMAS,UNTABLES,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-08
C003,120103,2025-08-31,88,17.6,0.0,0.0,0.0,7.0,1.4,68950.0,1214.0,1226.0,242.8,242.0,76.0,18.400000000000034,False,18.400000000000034,1.0466666666666666,31.4,17.579617834394938,2025-08-01,MaxiCompra Caribe,Grandes Superficies,Caribe,Costa Norte,Barranquilla,Supermercado,QUESO CREMA CAMPOCLARO 200G,0.2,UND,CREMAS,UNTABLES,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-08
C002,110101,2025-08-31,73,10.95,0.0,0.0,0.0,2.0,0.3,28990.0,917.0,967.0,138.18,139.35,23.0,9.780000000000001,False,9.780000000000001,0.6,18.0,16.300000000000004,2025-08-01,SuperAhorro,Grandes Superficies,Antioquia,Valle de Aburrá,Medellín,Supermercado,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-08
C017,130101,2025-08-31,6,0.9,0.0,0.0,0.0,1.0,0.15,6140.0,177.0,182.0,26.55,27.276,1.0,0.1739999999999995,False,0.1739999999999995,0.09499999999999999,2.8499999999999996,1.8315789473684159,2025-08-01,RapiExpress,E-commerce,Centro,Bogotá y Sabana,Bogotá,Quick Commerce,CHEDDAR ESTILO AMERICANO DELILAT 150G,0.15,UND,CHEDDAR ANALOGO,LONCHAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,2025-08
