fecha,cliente_ref,sku,unidades,kilos,valor,canal_fuente,regional_fuente,fuente,archivo,cliente_id,cliente,metodo_cliente,score_cliente,canal,regional,sku_valido,descripcion_producto,peso_kg,unidad,variedad,subcategoria,categoria,tipo_producto,marca,origen,duplicado_exacto
2025-04-27,Canasta Familiar,110101,1,0.15,14790,GS,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-04-28,Canasta Familiar,110101,1,0.15,14800,GS,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-04-29,Canasta Familiar,110101,6,0.9,86730,Grandes Superficies,Santanderes,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-04-30,Canasta Familiar,110101,3,0.45,44740,GS,Santanderes,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-01,Canasta Familiar,110101,5,0.75,72160,Grandes superficies,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-02,Canasta Familiar SAS,110101,4,0.6,58630,Grandes superficies,Santanderes,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-03,Canasta Familiar,110101,3,0.45,44020,Grandes superficies,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-04,Canasta Familiar SAS,110101,8,1.2,117810,Grandes superficies,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-06,Canasta Familiar,110101,1,0.15,14370,Grandes Superficies,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-07,Canasta Familiar,110101,4,0.6,57370,Grandes Superficies,Santanderes,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-08,Canasta Familiar SAS,110101,2,0.3,29510,Grandes superficies,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-09,Canasta Familiar SAS,110101,7,1.05,104230,GS,Santanderes,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-10,Canasta Familiar,110101,4,0.6,58280,Grandes superficies,Santanderes,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-11,Canasta Familiar,110101,4,0.6,57900,GS,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-12,Canasta Familiar,110101,5,0.75,73020,Grandes Superficies,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-13,Canasta Familiar,110101,4,0.6,57650,GS,Santanderes,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-14,Canasta Familiar,110101,4,0.6,59400,Grandes Superficies,Santanderes,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-15,Canasta Familiar,110101,6,0.9,89480,Grandes Superficies,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-16,Canasta Familiar SAS,110101,2,0.3,29790,Grandes Superficies,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-17,Canasta Familiar SAS,110101,4,0.6,59170,Grandes superficies,Santanderes,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-18,Canasta Familiar,110101,4,0.6,58910,Grandes superficies,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-19,Canasta Familiar SAS,110101,1,0.15,14340,GS,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-21,Canasta Familiar,110101,4,0.6,59040,GS,Santanderes,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-22,Canasta Familiar SAS,110101,5,0.75,74080,GS,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-23,Canasta Familiar,110101,1,0.15,14950,GS,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-24,Canasta Familiar SAS,110101,5,0.75,74510,Grandes Superficies,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-25,Canasta Familiar,110101,2,0.3,29840,Grandes Superficies,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-26,Canasta Familiar,110101,2,0.3,29920,Grandes Superficies,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-27,Canasta Familiar,110101,2,0.3,29260,Grandes Superficies,Santanderes,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-28,Canasta Familiar SAS,110101,2,0.3,29590,Grandes superficies,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-29,Canasta Familiar SAS,110101,2,0.3,28620,GS,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-30,Canasta Familiar SAS,110101,3,0.45,42770,Grandes Superficies,Santanderes,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-05-31,Canasta Familiar SAS,110101,3,0.45,44830,Grandes superficies,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-06-01,Canasta Familiar SAS,110101,4,0.6,59890,Grandes superficies,Santanderes,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-06-02,Canasta Familiar SAS,110101,5,0.75,73790,Grandes superficies,Santanderes,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-06-03,Canasta Familiar,110101,3,0.45,43360,Grandes superficies,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-06-04,Canasta Familiar,110101,6,0.9,85680,Grandes superficies,Santanderes,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-06-05,Canasta Familiar SAS,110101,2,0.3,28900,Grandes Superficies,Santanderes,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-06-06,Canasta Familiar,110101,3,0.45,44390,Grandes superficies,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-06-07,Canasta Familiar SAS,110101,1,0.15,14960,Grandes Superficies,Santanderes,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-06-08,Canasta Familiar,110101,1,0.15,14890,Grandes Superficies,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-06-09,Canasta Familiar,110101,5,0.75,74010,Grandes Superficies,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-06-10,Canasta Familiar,110101,1,0.15,14570,GS,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-06-11,Canasta Familiar SAS,110101,5,0.75,73920,Grandes superficies,Santanderes,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-06-12,Canasta Familiar,110101,2,0.3,28630,Grandes superficies,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-06-13,Canasta Familiar,110101,3,,44640,GS,Santanderes,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-06-14,Canasta Familiar,110101,4,0.6,57920,Grandes Superficies,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-06-15,Canasta Familiar SAS,110101,4,0.6,58810,Grandes superficies,Santanderes,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-06-16,Canasta Familiar,110101,2,0.3,29050,Grandes Superficies,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-06-18,Canasta Familiar SAS,110101,6,0.9,89850,Grandes Superficies,Santanderes,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-06-19,Canasta Familiar SAS,110101,5,0.75,71590,Grandes Superficies,Santanderes,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-06-20,Canasta Familiar SAS,110101,1,0.15,14430,Grandes Superficies,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-06-21,Canasta Familiar SAS,110101,3,0.45,44450,GS,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-06-22,Canasta Familiar,110101,2,0.3,29600,GS,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-06-23,Canasta Familiar,110101,5,0.75,73870,GS,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-06-24,Canasta Familiar,110101,3,0.45,43930,GS,Santanderes,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-06-25,Canasta Familiar,110101,4,0.6,59590,Grandes Superficies,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-06-26,Canasta Familiar,110101,4,0.6,57080,Grandes Superficies,Santanderes,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-06-27,Canasta Familiar SAS,110101,4,0.6,57370,Grandes Superficies,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-06-28,Canasta Familiar,110101,3,0.45,42860,GS,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-06-29,Canasta Familiar SAS,110101,2,0.3,28790,Grandes superficies,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-06-30,Canasta Familiar SAS,110101,4,0.6,57670,Grandes superficies,Santanderes,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-01-01,Canasta Familiar SAS,110102,5,0.75,73510,Grandes Superficies,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,HOLANDES TAJADO LOMA DORADA 150G,0.15,UND,HOLANDES,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-01-02,Canasta Familiar SAS,110102,7,1.05,103610,GS,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,HOLANDES TAJADO LOMA DORADA 150G,0.15,UND,HOLANDES,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-01-03,Canasta Familiar,110102,1,0.15,14840,GS,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,HOLANDES TAJADO LOMA DORADA 150G,0.15,UND,HOLANDES,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-01-04,Canasta Familiar SAS,110102,5,,74400,Grandes superficies,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,HOLANDES TAJADO LOMA DORADA 150G,0.15,UND,HOLANDES,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
2025-01-05,Canasta Familiar,110102,2,0.3,29130,Grandes superficies,SANTANDERES,POS_SHARE_H1,Sell_out_1.csv,C016,Canasta Familiar,nombre_normalizado,100.0,Grandes Superficies,Santanderes,True,HOLANDES TAJADO LOMA DORADA 150G,0.15,UND,HOLANDES,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,False
